705.0	457.75	1521674420.76
721.5	435.75	1521674420.86
731.75	419.0	1521674420.96
736.0	398.25	1521674421.06
735.25	384.0	1521674421.17
728.75	377.25	1521674421.27
719.0	377.25	1521674421.37
714.0	377.0	1521674421.47
711.0	375.5	1521674421.55
710.0	373.0	1521674421.65
708.25	372.75	1521674421.75
705.25	374.5	1521674421.85
703.75	375.25	1521674421.97
702.0	374.75	1521674422.08
699.75	373.75	1521674422.16
698.0	373.75	1521674422.28
696.25	375.0	1521674422.38
694.5	374.0	1521674422.48
693.5	374.25	1521674422.58
693.0	375.0	1521674422.68
692.25	375.25	1521674422.78
692.75	376.25	1521674422.88
693.0	376.0	1521674422.99
692.5	376.25	1521674423.09
691.25	376.0	1521674423.19
689.25	376.0	1521674423.29
688.0	375.5	1521674423.39
685.75	375.0	1521674423.49
681.0	375.25	1521674423.59
673.75	375.0	1521674423.69
668.0	375.25	1521674423.79
665.0	375.25	1521674423.89
663.0	379.0	1521674424.0
663.5	377.25	1521674424.1
666.0	374.75	1521674424.2
661.75	379.75	1521674424.4
660.75	379.25	1521674424.5
648.0	360.0	1521674424.9
637.25	359.0	1521674424.99
656.25	377.5	1521674425.08
